"https://github.com/openai/openai-openapi/issues/355","Validation when using spec in Azure API Management","2024-10-17T10:33:25Z","Open issue","No label","Hello.
 While trying to create a clone of the API in Azure API Management using the version on master, I am getting validation errors of the file.
https://raw.githubusercontent.com/openai/openai-openapi/refs/heads/master/openapi.yaml
This doesn't happen when the version used to create the API is the latest release, which of course is very outdated and therefore I would like to use a more recent version instead.
Thanks a lot for the hard work maintaining this code!
 The text was updated successfully, but these errors were encountered: 
All reactions"
"https://github.com/openai/openai-openapi/issues/352","prompt_tokens_details not there in latest openai specs","2024-10-15T09:30:47Z","Open issue","No label","Completion Usage is now returning prompt_tokens_details as well which is not available in openapi specs
""usage"": {
 ""prompt_tokens"": 38,
 ""completion_tokens"": 16,
 ""total_tokens"": 54,
 ""prompt_tokens_details"": {
 ""cached_tokens"": 0
 },
 ""completion_tokens_details"": {
 ""reasoning_tokens"": 0
 }
 The text was updated successfully, but these errors were encountered: 
All reactions"
"https://github.com/openai/openai-openapi/issues/348","tool_calls in ChatCompletionRequestAssistantMessage cannot be null?","2024-10-10T17:25:37Z","Open issue","No label","According to the Typescript library, tool_calls is defined as tool_calls?: Array<ChatCompletionMessageToolCall> and the Python library allows tool_calls to be null - however, this OpenAPI spec defines tool_calls on ChatCompletionRequestAssistantMessage as a ref to ChatCompletionMessageToolCalls which is defined as an array of items who ref to ChatCompletionMessageToolCall
This causes tool_calls: null to fail validation.
 The text was updated successfully, but these errors were encountered: 
All reactions"
"https://github.com/openai/openai-openapi/issues/347","Add AsyncAPI spec for Realtime API","2024-10-07T22:28:59Z","Open issue","No label","Specification: https://www.asyncapi.com/en
 Example: https://github.com/AssemblyAI/assemblyai-api-spec/blob/main/asyncapi.yml
 The text was updated successfully, but these errors were encountered: 
👍1
davidmigloz reacted with thumbs up emoji
All reactions
👍1 reaction"
"https://github.com/openai/openai-openapi/issues/342","Add 'cached_tokens' to API spec","2024-10-03T19:00:53Z","Open issue","No label","With the recent release of prompt caching, there are new properties for 'cached_tokens'.
""usage"": {
  ""prompt_tokens"": 2006,
  ""completion_tokens"": 300,
  ""total_tokens"": 2306,
  ""prompt_tokens_details"": {
    ""cached_tokens"": 1920
  },
  ""completion_tokens_details"": {
    ""reasoning_tokens"": 0
  }
}

Would be good to get this added to this spec, so clients like the dotnet SDK can expose them.
 The text was updated successfully, but these errors were encountered: 
All reactions"
"https://github.com/openai/openai-openapi/issues/341","realtime beta api spec","2024-10-17T20:59:29Z","Closed issue","No label","Hi I was wondering when the reatime api spec will be added?
I see there are docs but wasn't able to find them in the current spec.
 The text was updated successfully, but these errors were encountered: 
All reactions"
"https://github.com/openai/openai-openapi/issues/332","Code selection background and text color issue in documentation - Language section.","2024-09-26T14:49:52Z","Open issue","No label","Description of the Issue:
While surfing the OpenAI image model documentation at https://platform.openai.com/docs/guides/images/usage, I noticed that when switching the language to Node.js in the code section, selecting the code input results in the background and text color being white, making the text invisible.
Expected Behavior:
 The selected text should have a distinct color from the background, making it easily readable.
Screenshots (optional but helpful):

 The text was updated successfully, but these errors were encountered: 
👍1
dipanshurdev reacted with thumbs up emoji
All reactions
👍1 reaction"
"https://github.com/openai/openai-openapi/issues/330","Apparent problem with Llama3 chat template","2024-09-23T14:53:51Z","Open issue","No label","Hi,
I am sending requests to a llama-server by using the openai api. I also wrote the code in pytorch without a server to compare the results. I noticed that the in the first case the text generation does not stop after after giving an answer and keeps tellling me about climate change. When running the corresponding pytorch code, the generation is stopped appropriately and the quality of the answer is way better.
 This is a behaviour I would expect if there is an issue with the chat_template but I am using the exact same format I found in examples. This the code in pytorch:
def respond() -> str:

    user_prompt = """"

    messages = [{""role"": ""system"", ""content"": ''},
                     {""role"": ""user"", ""content"":user_prompt}]

    text = tokenizer.apply_chat_template(
          messages,
          tokenize=False,
          add_generation_prompt=True
          )

    model_inputs = tokenizer([text], return_tensors=""pt"").to(model.device)
    
    streamer = TextIteratorStreamer(tokenizer, skip_prompt=True, skip_special_tokens=True)

    generate_kwargs = dict(
        input_ids= model_inputs.input_ids,
        streamer=streamer,
        max_new_tokens=1024,
        #do_sample=True,
        temperature=0.01,
        eos_token_id=terminators,
        )

    thread = Thread(target=model.generate, kwargs=generate_kwargs)
    thread.start()
    
    generated_text = "" ""
    for text in streamer:
        generated_text += text
        print(text, end='', flush=True)
    
    end_time = time.time()

and this is the code using the openai api
def stream_document():
    # OpenAI client setup
    client = openai.OpenAI(
        base_url="""",  # API-Server URL
        api_key=""sk-no-key-required""
    )
    user_prompt = """"
    messages = [{""role"": ""system"", ""content"": ''},
                     {""role"": ""user"", ""content"":user_prompt}]
    
    text=messages

    response = client.chat.completions.create(
        #model=""gpt-3.5-turbo"",
        model=""Llama3"",
        messages = text,
        stream=True, # Enable streaming
        temperature=0.01,
        max_completion_tokens=1024
    )
    # Process each chunk of data as it comes in
    for chunk in response:
        # Accessing the choices in the chunk
        for choice in chunk.choices:
            # Accessing the delta content within each choice
            if choice.delta and choice.delta.content:
                print(choice.delta.content, end='', flush=True)  # Print content without newline
    print(""\nStream finished."")

Is there some way to give special tokens or specify the chat template to the client?
Regards
 The text was updated successfully, but these errors were encountered: 
All reactions"
"https://github.com/openai/openai-openapi/issues/326","Add missing parameters for some POST endpoints","2024-09-19T13:37:18Z","Open issue","No label","Description
When trying to generate code with oapi-codegen we meet with errors like the following:

Added the missing parameters on PR #325 to fix this and also keep definitions correct
 The text was updated successfully, but these errors were encountered: 
👍1
j-fau reacted with thumbs up emoji
All reactions
👍1 reaction"
"https://github.com/openai/openai-openapi/issues/324","""gpt-4o-2024-08-06"" were appeared multiple times in some component definition","2024-09-17T05:23:26Z","Open issue","No label","For example: CreateAssistantRequest
 The text was updated successfully, but these errors were encountered: 
All reactions"
