"https://github.com/google-gemini/cookbook/issues/306","citation_sources or citation_metadata not in candidate","2024-10-18T13:51:03Z","Closed issue","component:other,status:awaiting response,type:help","Description of the bug:
I'm trying get citation_sources from candidate, ref https://cloud.google.com/vertex-ai/docs/reference/rest/v1/GenerateContentResponse#Candidate but this is not in the object.
Actual vs expected behavior:
No response
Any other information you'd like to share?
No response
 The text was updated successfully, but these errors were encountered: 
All reactions"
"https://github.com/google-gemini/cookbook/issues/304","Logprobs does not work with Python","2024-10-07T18:02:36Z","Open issue","status:awaiting response","Description of the bug:
Unable to get response_logprobs in response body - unrecognized parameter
Actual vs expected behavior:
According to this cookbook, the following should work -
import google.generativeai as genai

model = genai.GenerativeModel(model_name)
test_prompt=""Why don't people have tails?""

response = model.generate_content(
    test_prompt,
    generation_config=dict(response_logprobs=True, logprobs=5)
)
But I receive the following error -
---------------------------------------------------------------------------
AttributeError                            Traceback (most recent call last)
Cell In[79], line 1
----> 1 model = genai.GenerativeModel(model_name)
      2 test_prompt=""Why don't people have tails?""
      4 response = model.generate_content(
      5     test_prompt,
      6     generation_config=dict(response_logprobs=True, logprobs=5)
      7 )

AttributeError: module 'google.generativeai' has no attribute 'GenerativeModel'
Which tells me that the API has changed.
Additionally, my company's internal offering receives the following error if I replicate the generation_config line -
vertexai.init(project=""dev-poc-xxxyyy"", location=""x-y"")
model = GenerativeModel(
    ""gemini-1.5-flash-001"",
)
responses = model.generate_content(
    [prompt],
    generation_config=dict(response_logprobs=True, logprobs=5),
    safety_settings=safety_settings,
    stream=False
)
I get the following error -
ValueError: Unknown field for GenerationConfig: response_logprobs
Although it works if I replace generation_config with other parameters such as -
generation_config = {
    ""candidate_count"": 1,
    ""max_output_tokens"": 1024,
    ""temperature"": 0.2,
    ""top_p"": 0.8
}
Any other information you'd like to share?
No response
 The text was updated successfully, but these errors were encountered: 
All reactions"
"https://github.com/google-gemini/cookbook/issues/294","Missing cookbook for Rest Code execution","2024-09-20T00:28:18Z","Open issue","type:bug","Description of the bug:
No response
Actual vs expected behavior:
No response
Any other information you'd like to share?
No response
 The text was updated successfully, but these errors were encountered: 
All reactions"
"https://github.com/google-gemini/cookbook/issues/293","Add an example of importing a CSV to the tuning cookbook","2024-10-11T02:16:35Z","Closed issue","good first issue,status:triaged,type:feature request","Description of the feature request:
Add an example of importing a CSV using pandas.read_csv to the tuning cookbook: https://github.com/google-gemini/cookbook/blob/main/quickstarts/Tuning.ipynb
AI Studio accepts csv files as datasets for tuning jobs. The tuning cookbook currently demonstrates creating a tuned model using an list of dictionaries. This is a request for an additional sample demonstrating importing a training dataset from a local csv file using pandas.read_csv, to mirror the functionality of importing a csv file through AI Studio.
What problem are you trying to solve with this feature?
Help users understand how to tune a model using data from a CSV.
Any other information you'd like to share?
No response
 The text was updated successfully, but these errors were encountered: 
All reactions"
"https://github.com/google-gemini/cookbook/issues/274","TypeError: argument of type 'Part' is not iterable","2024-10-08T22:34:58Z","Closed as not planned issue","component:other,status:awaiting response,status:stale,type:help","Description of the bug:
I am getting a error of ""Part"" when i try running the code.
Actual vs expected behavior:
import google.generativeai as genai
 import os
genai.configure(api_key=os.environ[""API_KEY""])
 model = genai.GenerativeModel('gemini-1.0-pro-latest')
 response = model.generate_content(""The opposite of hot is"")
 print(response.text)
Above is the code I am trying to run. But it's throwing me a error ""TypeError: argument of type 'Part' is not iterable""
Any other information you'd like to share?
No response
 The text was updated successfully, but these errors were encountered: 
All reactions"
"https://github.com/google-gemini/cookbook/issues/265","Add logo in html","2024-09-23T22:35:25Z","Closed as not planned issue","component:other,status:awaiting response,status:stale,type:help","Description of the bug:
i want add logo to code HTML
 <title>Custom Pre-loader</title> <style> /* Pre-loader styles */ #preloader { position: fixed; left: 0; top: 0; width: 100%; height: 100%; background-color: #fff; /* Background color of the pre-loader */ display: flex; justify-content: center; align-items: center; z-index: 9999; /* Make sure it covers the content */ } 
    #preloader img {
        width: 100px; /* Adjust the size of the logo */
        height: auto;
    }

    /* Main content styles */
    #main-content {
        display: none; /* Hide main content initially */
    }
</style>

<!-- Main Content -->
<div id=""main-content"">
    <h1>Welcome to My Website</h1>
    <p>This is the main content of the page.</p>
</div>

<script>
    // JavaScript to hide pre-loader and show main content
    window.addEventListener('load', function() {
        const preloader = document.getElementById('preloader');
        const mainContent = document.getElementById('main-content');

        // Hide preloader and show main content
        preloader.style.display = 'none';
        mainContent.style.display = 'block';
    });
</script>

Actual vs expected behavior:
No response
Any other information you'd like to share?
No response
 The text was updated successfully, but these errors were encountered: 
All reactions"
"https://github.com/google-gemini/cookbook/issues/261","Missing OpenAPI spec","2024-09-23T22:35:27Z","Closed as not planned issue","status:awaiting response,status:stale","Description of the feature request:
We need an OpenAPI spec for the gemini API.
 The SpringAI team or some contributors would use this to implement Google Gemini directly into SpringAI. However this is not possible without reverse engineering code of existing clients like the python clients. (Which I would love not having to do)
See: spring-projects/spring-ai#1252
What problem are you trying to solve with this feature?
Google Gemini should be available for the server side Java/JVM world.
Any other information you'd like to share?
No response
 The text was updated successfully, but these errors were encountered: 
👍1
uripeled2 reacted with thumbs up emoji
All reactions
👍1 reaction"
"https://github.com/google-gemini/cookbook/issues/241","Cook book - responseSchema","2024-07-12T14:45:51Z","Open issue","component:examples,status:awaiting response,status:triaged,type:feature request","Description of the feature request:
Can we get a cookbook for the usage of responseSchema
https://ai.google.dev/api/rest/v1beta/GenerationConfig
What problem are you trying to solve with this feature?
No response
Any other information you'd like to share?
No response
 The text was updated successfully, but these errors were encountered: 
All reactions"
"https://github.com/google-gemini/cookbook/issues/235","How to fine tune the model with images?","2024-08-16T03:35:46Z","Closed issue","component:examples,status:triaged,type:feature request","Description of the feature request:
How to fine tune the model with images? fine-tune
What problem are you trying to solve with this feature?
fine-tune the multimodal
Any other information you'd like to share?
No response
 The text was updated successfully, but these errors were encountered: 
👍2
Filimoa and fvaleye reacted with thumbs up emoji
All reactions
👍2 reactions"
"https://github.com/google-gemini/cookbook/issues/233","Difference in Output Between PDF and DOC File Upload Methods","2024-07-08T06:53:10Z","Open issue","component:other,status:awaiting response,status:stale,type:bug","Description of the bug:
I'm trying two methods for file uploads:
PDF File Upload:
 DOC File Upload:
 Despite both files containing the same content, I'm noticing differences in the output. Specifically, the output response from the DOC file upload method lacks a lot of information and steps, while the PDF method works great.
Actual vs expected behavior:
Here's what I'm doing for each method:
1. PDF File Upload:
Since there is no support for direct PDF file upload, I'm converting each PDF page to an image, extracting text from the PDF, and then doing the following:
 `files.append(genai.upload_file(img))
for page, (text, image) in enumerate(zip(texts, files)):
 instruction = f""{instruction}\nPage {page+1}\n------------\n{text}\n{image}""
chat_session = model.start_chat(
 history=[
 {""role"": ""user"", ""parts"": [instruction]},
 ]
 )
 response = chat_session.send_message(prompt)
 print(response.text)
 `
2. DOC File Upload:
For the DOC file, I'm uploading it directly to Gemini:
files.append(genai.upload_file(""test.docx"")) instruction = f""Usage document:\n{file}"" chat_session = model.start_chat( history=[ {""role"": ""user"", ""parts"": [instruction]}, ] ) response = chat_session.send_message(prompt) print(response.text) 
Any other information you'd like to share?
Can anyone help me understand why there is a difference in the output between these two methods? The content in both files is the same, but the response from the DOC file upload lacks information and steps compared to the PDF method. Any insights would be appreciated!
 The text was updated successfully, but these errors were encountered: 
All reactions"
