"https://github.com/google-gemini/generative-ai-js/issues/284","Internal error when 1.function calls enabled 2. multilingual prompt","2024-10-17T13:55:05Z","Open issue","component:js sdk,status:triaged,type:bug","Description of the bug:
const googleSearchDeclaration = {
  name: ""google"",
  parameters: {
    type: ""OBJECT"",
    description: ""Set the query and how many docs to return."",
    properties: {
      query: {
        type: ""STRING"",
        description: ""The query to search google for."",
      },
      topN: {
        type: ""NUMBER"",
        description: ""Return top N related documents."",
      },
    },
    required: [""query""],
  },};

import { GoogleGenerativeAI } from ""@google/generative-ai"";

// Access your API key as an environment variable (see ""Set up your API key"" above)const genAI = new GoogleGenerativeAI(process.env.API_KEY);const generativeModel = genAI.getGenerativeModel({
  // Use a model that supports function calling, like a Gemini 1.5 model
  model: ""gemini-1.5-flash"",
  // Specify the function declaration.
  tools: [{
    functionDeclarations: [googleSearchDeclaration],
  }],});

const chat = generativeModel.startChat();const prompt = ""谁是xxx\nxxx"";

// Send the message to the model.const result = await chat.sendMessage([prompt]);

if (result.response.functionCalls()) {
  const call = result.response.functionCalls()[0];
  // Send the API response back to the model so it can generate
  // a text response that can be displayed to the user.
  const result2 = await chat.sendMessage([{functionResponse: {
    name: 'google',
    response: {
      docs: ""answer is 42""
    }
  }}]);

  // Log the text response.
  console.log(result2.response.text());}console.log(result.response.text());
This script can trigger internal error with large probability.
    throw new GoogleGenerativeAIFetchError(`Error fetching from ${url.toString()}: [${response.status} ${response.statusText}] ${message}`, response.status, response.statusText, errorDetails);
          ^

GoogleGenerativeAIFetchError: [GoogleGenerativeAI Error]: Error fetching from https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent: [500 Internal Server Error] An internal error has occurred. Please retry or report in https://developers.generativeai.google/guide/troubleshooting


Actual vs expected behavior:
Should be no internal error.
Any other information you'd like to share?
Here's what I have tested:
disable function call fixes the issue
language unification also fixes this
REST api has no such problem
 The text was updated successfully, but these errors were encountered: 
All reactions"
"https://github.com/google-gemini/generative-ai-js/issues/282","[Bug]: Request contains an invalid argument when sending request to fine-tune in AI Studio","2024-10-17T08:30:39Z","Open issue","component:other,status:triaged,type:help","Description of the bug:
Actual vs expected behavior:
No response
Any other information you'd like to share?
Created structured prompt containing CSV and image with language pairs to create Czech Vietnamese teacher for my wife.
Example of json that is being sent to: https://alkalimakersuite-pa.clients6.google.com/$rpc/google.internal.alkali.applications.makersuite.v1.MakerSuiteService/CreateTunedModel
[null,[null,null,null,""models/gemini-1.0-pro-001"",""Minh Thành Nguyễn - zábavná Čeština"",""{\""description\"":\""\"",\""exampleInput\"":\""Làm thế nào để mua vé máy bay?\"",\""exampleOutput\"":\""Jak koupit letenky?\"",\""zJ\"":\""prompts/1dLzn_yTTz1D7vKnXLS_as-Yq6r-E5wMl\"",\""showedTuningComplete\"":false,\""rowsCount\"":403}"",null,null,null,[null,null,null,[[[[""Làm thế nào để mua vé máy bay?"",null,""Jak koupit letenky?""],[""Cách nấu món hải sản là gì?"",null,""Jak vařit mořské plody?""],[""Tôi muốn học vẽ, tôi nên bắt đầu từ đâu?"",null,""Chci se naučit malovat, kde bych měl začít?""],[""Làm thế nào để mở tài khoản giao dịch ngoại hối?"",null,""Jak otevřít účet pro obchodování s forexem?""],[""Tôi muốn nghe nhạc K-Pop, bạn có thể giới thiệu một số bài hát?"",null,""Chci poslouchat K-Pop, můžete mi doporučit nějaké písničky?""],

 The text was updated successfully, but these errors were encountered: 
All reactions"
"https://github.com/google-gemini/generative-ai-js/issues/281","File upload using GoogleAIFileManager does not work for files from server?","2024-10-17T05:40:43Z","Open issue","No label","Description of the bug:
I have a use case where the user will upload some file that will be sent to Gemini and then a conversation begins. I'm using the GoogleAIFileManager. The error I get is
Error: ENOENT: no such file or directory, open 'http://127.0.0.1:54321/storage/v1/object/sign/resumes/31a03e74-1639-45b6-bfa7-77447f1a4762/resume-yep5k4.pdf?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1cmwiOiJyZXN1bWVzLzMxYTAzZTc0LTE2MzktNDViNi1iZmE3LTc3NDQ3ZjFhNDc2Mi9yZXN1bWUteWVwNWs0LnBkZiIsImlhdCI6MTcyOTE0MzQwOCwiZXhwIjoxNzI5MTQ0MDA4fQ.Kjcfaaseb_vo6TRoNZq9td7_4Tr5zQS_gPSiyDaCUJI'
Is the API work for files with URLs like this?
Does it need to be a file hosted in a different way?
Actual vs expected behavior:
No response
Any other information you'd like to share?
No response
 The text was updated successfully, but these errors were encountered: 
All reactions"
"https://github.com/google-gemini/generative-ai-js/issues/274","Chat History significantly degrades Function Calling performance","2024-10-07T19:32:58Z","Open issue","component:js sdk,status:triaged,type:bug","Description of the bug:
Whenever I use Chat History (from the last 12 hours, I add the last 20 messages), the amount of times that Function Calling works (ie. it calls a function) drops very significantly.
After 50 tests, with ChatHistory filled with the same request each time...
With Chat History enabled: the function is called 10% of the time
With Chat History disabled: the function is called 100% of the time
In the case of Chat History being enabled, I've found it is particularly susceptible to not calling the function when optional function parameters aren't specified in the prompt (ie. it thinks it needs the parameters when it doesn't).
Actual vs expected behavior:
Expected:
 Function Calling function is called as part of call to Gemini
Actual:
 Gemini decides not to use any functions
Any other information you'd like to share?
Running within a NodeJS Google Cloud Function
 Tried using both Gemini 1.5 Flash and Gemini 1.5 Pro but get the same results.
 Using Function Calling mode ""Auto"" (as expected, mode ""Any"" fixes the issue but this mode cannot be used in my use case).
 The text was updated successfully, but these errors were encountered: 
All reactions"
"https://github.com/google-gemini/generative-ai-js/issues/269","Gemini 1.5 Flash 002 Hallucinates Timestamps when transcribing audio","2024-09-30T15:06:40Z","Open issue","component:other,status:triaged,type:bug","Description of the bug:
The new flash model completely hallucinates timestamps when performing transcription.
Actual vs expected behavior:
The timestamps should be accurate based on when that word or phrase was spoken. The original flash model is excellent at this. The new model completely hallucinates.
Any other information you'd like to share?
Just simply try it. IT's so off it becomes obvious the second you try.
 The text was updated successfully, but these errors were encountered: 
All reactions"
"https://github.com/google-gemini/generative-ai-js/issues/267","Function Calling with generateContent() causes error: ""ensure that function response turn comes immediately after a function call turn""","2024-09-26T19:29:56Z","Open issue","component:js sdk,status:triaged,type:help","Description of the bug:
I have followed this tutorial and have got it working, however as soon as I switch from using chat.sendMessage to generateContent, I get the error:
GoogleGenerativeAIFetchError: [GoogleGenerativeAI Error]: Error fetching from https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent: [400 Bad Request] Please ensure that function response turn comes immediately after a function call turn.
at the point:
const result2 = await generativeModel.generateContent([{functionResponse: {
        name: ""controlLight"",
        response: apiResponse,
}}]);

My environment:
Running using a NodeJS Firebase function
Using the package: const {GoogleGenerativeAI} = require(""@google/generative-ai"");
Many thanks for your help!
Actual vs expected behavior:
Actual:
 Get the error: GoogleGenerativeAIFetchError: [GoogleGenerativeAI Error]: Error fetching from https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent: [400 Bad Request] Please ensure that function response turn comes immediately after a function call turn.
Expected:
 Execute the function correctly. (eg. return OK. I've dimmed the lights to 50% and set the color temperature to warm. Let me know if you want to adjust the lighting further.)
Any other information you'd like to share?
Code comparison
When using chat.sendMessage
  async processMessage(event, platformSource) {
    const controlLightFunctionDeclaration = {
      name: ""controlLight"",
      parameters: {
        type: ""OBJECT"",
        description: ""Set the brightness and color temperature of a room light."",
        properties: {
          brightness: {
            type: ""NUMBER"",
            description: ""Light level from 0 to 100. Zero is off and 100 is full brightness."",
          },
          colorTemperature: {
            type: ""STRING"",
            description: ""Color temperature of the light fixture which can be `daylight`, `cool` or `warm`."",
          },
        },
        required: [""brightness"", ""colorTemperature""],
      },
    };

    // Executable function code. Put it in a map keyed by the function name
    // so that you can call it once you get the name string from the model.
    const functions = {
      controlLight: ({brightness, colorTemperature}) => {
        return this.setLightValues( brightness, colorTemperature);
      },
    };


    // Access your API key as an environment variable (see ""Set up your API key"" above)
    const genAI = new GoogleGenerativeAI(geminiApiKeySecret.value());

    const generativeModel = genAI.getGenerativeModel({
      // Use a model that supports function calling, like a Gemini 1.5 model
      model: ""gemini-1.5-flash"",

      // Specify the function declaration.
      tools: {
        functionDeclarations: [controlLightFunctionDeclaration],
      },
    });


    const chat = generativeModel.startChat();
    const prompt = event.text;
    // const prompt = ""Dim the lights so the room feels cozy and warm."";

    // Send the message to the model.
    const result = await chat.sendMessage(prompt);

    // For simplicity, this uses the first function call found.
    const call = result.response.functionCalls()[0];

    if (call) {
    // Call the executable function named in the function call
    // with the arguments specified in the function call and
    // let it call the hypothetical API.
      const apiResponse = await functions[call.name](call.args);

      // Send the API response back to the model so it can generate
      // a text response that can be displayed to the user.
      const result2 = await chat.sendMessage([{functionResponse: {
        name: ""controlLight"",
        response: apiResponse,
      }}]);

      // Log the text response.
      console.log(result2.response.text());
    }
  }

When using generateContent
  async processMessage(event, platformSource) {
    const controlLightFunctionDeclaration = {
      name: ""controlLight"",
      parameters: {
        type: ""OBJECT"",
        description: ""Set the brightness and color temperature of a room light."",
        properties: {
          brightness: {
            type: ""NUMBER"",
            description: ""Light level from 0 to 100. Zero is off and 100 is full brightness."",
          },
          colorTemperature: {
            type: ""STRING"",
            description: ""Color temperature of the light fixture which can be `daylight`, `cool` or `warm`."",
          },
        },
        required: [""brightness"", ""colorTemperature""],
      },
    };

    // Executable function code. Put it in a map keyed by the function name
    // so that you can call it once you get the name string from the model.
    const functions = {
      controlLight: ({brightness, colorTemperature}) => {
        return this.setLightValues( brightness, colorTemperature);
      },
    };


    // Access your API key as an environment variable (see ""Set up your API key"" above)
    const genAI = new GoogleGenerativeAI(geminiApiKeySecret.value());

    const generativeModel = genAI.getGenerativeModel({
      // Use a model that supports function calling, like a Gemini 1.5 model
      model: ""gemini-1.5-flash"",

      // Specify the function declaration.
      tools: {
        functionDeclarations: [controlLightFunctionDeclaration],
      },
    });

    const prompt = event.text;
    // const prompt = ""Dim the lights so the room feels cozy and warm."";

    // Send the message to the model.
    const result = await generativeModel.generateContent([prompt]);

    // For simplicity, this uses the first function call found.
    const call = result.response.functionCalls()[0];

    if (call) {
    // Call the executable function named in the function call
    // with the arguments specified in the function call and
    // let it call the hypothetical API.
      const apiResponse = await functions[call.name](call.args);

      // Send the API response back to the model so it can generate
      // a text response that can be displayed to the user.
      const result2 = await generativeModel.generateContent([{functionResponse: {
        name: ""controlLight"",
        response: apiResponse,
      }}]);

      // Log the text response.
      console.log(result2.response.text());
    }
  }
}

I have also tried specifying the version to be v1beta to no benefit as follows:
    const generativeModel = genAI.getGenerativeModel({
      // Use a model that supports function calling, like a Gemini 1.5 model
      model: ""gemini-1.5-flash"",

      // Specify the function declaration.
      tools: {
        functionDeclarations: [controlLightFunctionDeclaration],
      },
    },
    {
      apiVersion: ""v1beta"",
    });

 The text was updated successfully, but these errors were encountered: 
All reactions"
"https://github.com/google-gemini/generative-ai-js/issues/261","openrouter and gemini","2024-09-17T21:53:44Z","Open issue","component:other,status:triaged,type:help","Description of the feature request:
How to use OpenRouter API with Gemini model?
What problem are you trying to solve with this feature?
No response
Any other information you'd like to share?
Thank you for considering this feature request/question. I look forward to learning more about integrating Gemini with OpenRouter.
 The text was updated successfully, but these errors were encountered: 
👍2
daun-io and alexanderatallah reacted with thumbs up emoji
All reactions
👍2 reactions"
"https://github.com/google-gemini/generative-ai-js/issues/259","generateContentStream throwing error for Gemini Tuned Model","2024-09-12T02:26:22Z","Open issue","component:other,status:triaged,type:help","Description of the bug:
I am using Gemini tuned model to generate a session text for the user which may have large amount of text. While calling the API generateContentStream, I am getting error: ""Error: [GoogleGenerativeAI Error]: Error fetching from https://generativelanguage.googleapis.com/v1beta/tunedModels/[TunedModelName]:streamGenerateContent?alt=sse: [404 Not Found]""
The streaming works fine for the base model ""gemini-1.5-flash"" and facing issue only for the Tuned Model.
As per documentation from Google: ""https://ai.google.dev/gemini-api/docs/text-generation?lang=node#generate-a-text-stream"" generateContentStream should be able to return partial data.
Here is the code:
const { GoogleGenerativeAI } = require(""@google/generative-ai"");
const genAI = new GoogleGenerativeAI(""API KEY"");
 const model = genAI.getGenerativeModel({ model: ""tunedModels/[Tuned Model name]""
const result = await model.generateContentStream(userPrompt);
 let content = """";
 for await (const item of result.stream) {
 content = content + item.candidates[0].content.parts[0].text;
 }
req.body.modelResponse = content;
Actual vs expected behavior:
Actual:
Error: [GoogleGenerativeAI Error]: Error fetching from https://generativelanguage.googleapis.com/v1beta/tunedModels/[TunedModelName]:streamGenerateContent?alt=sse: [404 Not Found]
Expected:
result.stream should be populated with the partial results
Any other information you'd like to share?
No response
 The text was updated successfully, but these errors were encountered: 
All reactions"
"https://github.com/google-gemini/generative-ai-js/issues/255","Code 404 for sending requests with images (stored in Google Storage)","2024-09-11T18:37:06Z","Open issue","component:js sdk,status:triaged,type:bug","Description of the bug:
I'm having trouble sending requests to analyze images hosted on Google Storage. Today my application already works with sending images converted to base64, however, when switching to the hosted image link, I encounter a 404 error.
Actual vs expected behavior:
My application currently works using the @google/generative-ai lib and the following methods:
 `
 const chatSession = model.startChat({
 generationConfig,
 history: context,
 })
const resp = await chatSession.sendMessage([""Perform the analysis and answer the questions in the json format provided""])
 `
It is currently working with a context in this format:
[ { ""role"": ""user"", ""parts"": [ { ""text"": ""OCR_NF: [\nOCR reading content\n]"" }, { ""inlineData"": { ""data"": ""iVBORw0K....kJggg=="", ""mimeType"": ""image/png"" } } ] } ]
 However, now, changing it to read the file from Google Storage, it looks like this:
[ { ""role"": ""user"", ""parts"": [ { ""text"": ""OCR_DOC: [\nOCR reading content\n]"" }, { ""fileData"": { ""fileUri"": ""gs://bucket_name/file_name.png"", ""mimeType"": ""image/png"" } } ] } ]
 However, the response is always a 404 code:
{ ""response"": { ""status"": 400, ""statusText"": ""Bad Request"" }, ""verify"": false }
 Observations:
The files are being saved correctly;
The link was checked and is correct;
It is within the same Gemini project;
To save the file I am using the @google-cloud/storage lib with the methods: storage.bucket, bucket.upload;
First time posting here, I hope I was clear enough.
Any other information you'd like to share?
No response
 The text was updated successfully, but these errors were encountered: 
All reactions"
"https://github.com/google-gemini/generative-ai-js/issues/250","How does Gemini preprocess images and videos?","2024-09-09T06:56:52Z","Open issue","component:documentation,status:triaged,type:help","Description of the feature request:
Is there any documentation explaining how Gimini preprocesses input images or videos before generating tokens? For instance, how does it crop images of arbitrary resolutions, or how does it sample frames from videos of arbitrary lengths?
What problem are you trying to solve with this feature?
No response
Any other information you'd like to share?
No response
 The text was updated successfully, but these errors were encountered: 
All reactions"
